order_id,date,store_id,product_id,qty,amount,payment
ORD107952,2026-07-02,S02,P01,1,32.00,现金
ORD104261,2026-06-04,S04,P15,3,18.00,会员储值
ORD103390,2026-05-28,S04,P02,2,60.00,支付宝
ORD100398,2026-05-03,S02,P09,3,54.00,现金
ORD107065,2026-06-25,S01,P17,2,24.00,会员储值
ORD104498,2026-06-06,S01,P20,1,22.00,支付宝
ORD100774,2026-05-07,S03,P16,1,5.00,支付宝
ORD107467,2026-06-28,S02,P13,1,20.00,现金
ORD104357,2026-06-05,S05,P10,1,24.00,微信
ORD109532,2026-07-13,S02,P09,2,36.00,微信
ORD102537,2026-05-21,S04,P17,1,12.00,支付宝
ORD105049,2026-06-10,S03,P13,2,40.00,银行卡
ORD107053,2026-06-25,S02,P16,3,15.00,微信
ORD105472,2026-06-13,S03,P14,3,30.00,现金
ORD102525,2026-05-21,S01,P08,1,25.00,微信
ORD108325,2026-07-05,S02,P14,1,10.00,现金
ORD106835,2026-06-23,S05,P19,1,15.00,银行卡
ORD111135,2026-07-25,S05,P09,2,36.00,支付宝
ORD104601,2026-06-07,S03,P04,2,76.00,现金
ORD110734,2026-07-22,S01,P11,1,26.00,支付宝
ORD103950,2026-06-01,S03,P05,1,34.00,会员储值
ORD108818,2026-07-09,S04,P10,1,24.00,微信
ORD104381,2026-06-06,S03,P17,2,24.00,支付宝
ORD105680,2026-06-15,S04,P16,2,10.00,微信
ORD104695,2026-06-07,S04,P18,4,72.00,微信
ORD108559,2026-07-07,S01,P10,1,24.00,会员储值
ORD100373,2026-05-03,S03,P11,3,78.00,现金
ORD110885,2026-07-24,S02,P14,1,10.00,现金
ORD100174,2026-05-02,S02,P08,2,50.00,银行卡
ORD103104,2026-05-25,S01,P04,3,114.00,会员储值
ORD107002,2026-06-25,S01,P16,1,5.00,现金
ORD110783,2026-07-23,S05,P06,1,42.00,支付宝
ORD111024,2026-07-25,S05,P15,1,6.00,会员储值
ORD107402,2026-06-28,S01,P02,3,90.00,支付宝
ORD101389,2026-05-11,S04,P01,2,64.00,微信
ORD107074,2026-06-26,S02,P01,1,32.00,现金
ORD107263,2026-06-27,S03,P02,1,30.00,银行卡
ORD103149,2026-05-26,S02,P20,1,22.00,微信
ORD100741,2026-05-06,S01,P07,1,22.00,支付宝
ORD111559,2026-07-28,S04,P19,1,15.00,会员储值
ORD103420,2026-05-28,S04,P01,2,64.00,现金
ORD108471,2026-07-06,S05,P06,1,42.00,会员储值
ORD107984,2026-07-03,S01,P10,1,24.00,会员储值
ORD103520,2026-05-29,S02,P01,2,64.00,会员储值
ORD103312,2026-05-27,S02,P19,1,15.00,会员储值
ORD104226,2026-06-04,S04,P03,1,26.00,银行卡
ORD109817,2026-07-16,S01,P19,2,30.00,银行卡
ORD106733,2026-06-22,S01,P12,3,24.00,银行卡
ORD102301,2026-05-19,S02,P09,2,36.00,银行卡
ORD102526,2026-05-21,S01,P03,2,52.00,现金
ORD102305,2026-05-19,S02,P13,4,80.00,银行卡
ORD100020,2026-05-01,S01,P04,1,38.00,微信
ORD107190,2026-06-27,S02,P04,1,38.00,银行卡
ORD110551,2026-07-21,S02,P12,1,8.00,支付宝
ORD106986,2026-06-25,S01,P07,2,44.00,现金
ORD107202,2026-06-27,S01,P15,3,18.00,现金
ORD103452,2026-05-28,S05,P01,2,64.00,银行卡
ORD104602,2026-06-07,S02,P12,1,8.00,银行卡
ORD104781,2026-06-07,S04,P18,1,18.00,微信
ORD100491,2026-05-04,S01,P03,3,78.00,现金
ORD110987,2026-07-24,S05,P08,1,25.00,银行卡
ORD100680,2026-05-06,S04,P19,2,30.00,会员储值
ORD109754,2026-07-15,S03,P05,1,34.00,会员储值
ORD103508,2026-05-29,S04,P05,2,68.00,支付宝
ORD110179,2026-07-19,S03,P11,1,26.00,支付宝
ORD107276,2026-06-27,S05,P08,3,75.00,会员储值
ORD102812,2026-05-24,S02,P09,1,18.00,银行卡
ORD108869,2026-07-09,S03,P99,2,30.00,支付宝
ORD107635,2026-06-30,S05,P05,1,34.00,支付宝
ORD107742,2026-07-01,S03,P20,3,66.00,支付宝
ORD101127,2026-05-09,S04,P08,1,25.00,支付宝
ORD104409,2026-06-06,S01,P03,1,26.00,微信
ORD109629,2026-07-14,S05,P08,2,50.00,微信
ORD110501,2026-07-21,S03,P17,2,24.00,会员储值
ORD110425,2026-07-20,S02,P13,1,20.00,会员储值
ORD106811,2026-06-23,S03,P07,1,22.00,微信
ORD105610,2026-06-14,S05,P06,2,84.00,会员储值
ORD100466,2026-05-04,S03,P20,1,22.00,支付宝
ORD101852,2026-05-16,S01,P04,2,76.00,现金
ORD100201,2026-05-02,S01,P19,2,30.00,现金
ORD103868,2026-05-31,S01,P01,1,32.00,会员储值
ORD107982,2026-07-03,S01,P18,3,54.00,支付宝
ORD104806,2026-06-08,S04,P12,2,16.00,现金
ORD101508,2026-05-13,S03,P08,1,25.00,微信
ORD105964,2026-06-17,S01,P17,1,12.00,支付宝
ORD107976,2026-07-03,S01,P06,2,84.00,会员储值
ORD102155,2026-05-18,S05,P06,1,42.00,会员储值
ORD109702,2026-07-15,S02,P10,2,48.00,支付宝
ORD108584,2026-07-07,S04,P13,1,20.00,微信
ORD104694,2026-06-07,S05,P10,2,48.00,银行卡
ORD101553,2026-05-13,S02,P08,2,50.00,微信
ORD102959,2026-05-24,S03,P04,1,38.00,会员储值
ORD108775,2026-07-09,S04,P03,1,26.00,支付宝
ORD111900,2026-07-30,S05,P12,2,16.00,现金
ORD102662,2026/05/23,S04,P02,3,90.00,会员储值
ORD110716,2026-07-22,S05,P02,2,60.00,现金
ORD100266,2026-05-02,S03,P07,1,22.00,会员储值
ORD108601,2026-07-07,S01,P20,1,22.00,会员储值
ORD111009,2026-07-25,S01,P14,2,20.00,现金
ORD111733,2026-07-29,S02,P04,2,76.00,现金
ORD102595,2026-05-22,S02,P01,3,96.00,微信
ORD100273,2026-05-02,S02,P18,1,18.00,支付宝
ORD110154,2026-07-18,S05,P20,4,88.00,现金
ORD101230,2026-05-10,S02,P18,3,54.00,微信
ORD105246,2026-06-11,S01,P20,4,88.00,会员储值
ORD106149,2026-06-19,S02,P02,2,60.00,会员储值
ORD107349,2026-06-28,S04,P19,1,15.00,微信
ORD102839,2026-05-24,S03,P10,2,48.00,微信
ORD102705,2026-05-23,S04,P17,1,12.00,微信
ORD103775,2026-05-31,S01,P06,2,84.00,银行卡
ORD106283,2026-06-20,S03,P03,2,52.00,会员储值
ORD104868,2026-06-08,S04,P11,2,52.00,微信
ORD101702,2026-05-14,S01,P03,1,26.00,现金
ORD111628,2026-07-29,S02,P03,2,52.00,银行卡
ORD106300,2026-06-20,S03,P06,1,42.00,现金
ORD112027,2026-07-31,S01,P06,2,84.00,微信
ORD109205,2026-07-12,S05,P17,1,12.00,支付宝
ORD100388,2026-05-03,S04,P08,1,25.00,支付宝
ORD109865,2026-07-16,S02,P20,1,22.00,支付宝
ORD104331,2026-06-05,S05,P01,2,64.00,支付宝
ORD103038,2026-05-25,S02,P15,1,6.00,微信
ORD103763,2026-05-31,S05,P20,1,22.00,会员储值
ORD110732,2026-07-22,S05,P04,1,38.00,微信
ORD103274,2026-05-27,S03,P11,1,26.00,支付宝
ORD101031,2026-05-09,S04,P11,3,78.00,银行卡
ORD100944,2026-05-08,S05,P08,1,25.00,会员储值
ORD110580,2026-07-21,S03,P11,2,52.00,微信
ORD109147,11-07-2026,S01,P16,1,5.00,银行卡
ORD107989,2026-07-03,S05,P15,2,12.00,银行卡
ORD105803,2026-06-16,S05,P17,1,12.00,银行卡
ORD109431,2026-07-13,S02,P20,4,88.00,微信
ORD109414,2026-07-13,S04,P14,1,10.00,现金
ORD106679,2026-06-22,S02,P09,1,18.00,支付宝
ORD100875,2026-05-08,S01,P07,1,22.00,会员储值
ORD105435,2026-06-13,S04,P12,2,16.00,现金
ORD109631,14-07-2026,S01,P16,3,15.00,现金
ORD101811,2026-05-15,S05,P09,2,36.00,会员储值
ORD108301,2026-07-05,S01,P03,1,26.00,银行卡
ORD105944,2026-06-17,S02,P17,1,,支付宝
ORD104870,2026-06-08,S01,P12,1,8.00,微信
ORD108660,2026-07-08,S01,P17,2,24.00,支付宝
ORD109565,2026-07-14,S03,P01,1,32.00,会员储值
ORD103429,2026-05-28,S02,P16,1,5.00,支付宝
ORD111132,2026-07-25,S04,P05,2,68.00,银行卡
ORD104034,2026-06-02,S02,P02,1,30.00,微信
ORD106785,2026-06-23,S05,P07,4,88.00,银行卡
ORD103538,2026-05-29,S03,P09,1,18.00,现金
ORD104619,2026-06-07,S02,P14,2,20.00,现金
ORD106447,2026-06-21,S02,P15,2,12.00,支付宝
ORD105257,2026-06-12,S04,P20,1,22.00,微信
ORD105503,2026-06-13,S04,P11,1,26.00,微信
ORD101159,2026-05-10,S01,P03,2,52.00,会员储值
ORD100206,2026-05-02,S01,P04,2,76.00,现金
ORD108859,2026-07-09,S01,P09,2,36.00,微信
ORD103637,2026-05-30,S02,P13,1,20.00,会员储值
ORD103424,2026-05-28,S03,P16,1,5.00,银行卡
ORD106508,2026-06-21,S05,P17,1,12.00,银行卡
ORD104223,2026-06-04,S03,P09,1,18.00,会员储值
ORD100240,2026-05-02,S05,P05,1,34.00,微信
ORD109857,2026-07-16,S01,P17,1,12.00,微信
ORD101453,2026-05-12,S04,P19,1,15.00,银行卡
ORD106408,2026-06-20,S01,P18,2,36.00,会员储值
ORD105194,2026-06-11,S03,P06,1,42.00,支付宝
ORD103899,2026-06-01,S02,P04,3,114.00,会员储值
ORD101931,2026-05-16,S03,P03,2,52.00,现金
ORD108100,2026-07-04,S04,P03,1,26.00,会员储值
ORD107345,2026-06-28,S03,P04,1,38.00,微信
ORD108274,2026-07-05,S05,P18,3,54.00,银行卡
ORD104887,2026-06-08,S03,P18,3,54.00,支付宝
ORD111379,2026-07-26,S02,P14,1,10.00,微信
ORD101076,2026-05-09,S01,P06,1,42.00,会员储值
ORD107508,2026-06-29,S03,P15,1,6.00,微信
ORD103408,2026-05-28,S05,P05,1,34.00,支付宝
ORD108268,2026-07-05,S03,P02,1,30.00,支付宝
ORD100543,2026-05-04,S05,P10,2,48.00,现金
ORD109874,2026-07-17,S02,P12,1,8.00,银行卡
ORD106509,2026-06-21,S04,P19,3,45.00,会员储值
ORD108696,2026-07-08,S02,P14,2,20.00,支付宝
ORD110563,2026-07-21,S04,P11,1,26.00,现金
ORD108926,2026-07-10,S03,P20,1,22.00,会员储值
ORD100419,2026-05-03,S01,P20,2,44.00,现金
ORD106505,2026-06-21,S03,P17,1,12.00,银行卡
ORD103233,2026-05-27,S04,P11,1,26.00,现金
ORD111412,2026-07-27,S04,P18,2,36.00,支付宝
ORD102522,2026-05-21,S04,P12,1,8.00,微信
ORD106700,2026-06-22,S01,P19,1,15.00,微信
ORD100462,2026-05-04,S01,P12,3,24.00,微信
ORD111017,2026-07-25,S01,P17,1,12.00,现金
ORD107595,2026-06-29,S01,P07,2,44.00,银行卡
ORD110181,2026-07-19,S01,P03,2,52.00,银行卡
ORD109598,2026-07-14,S02,P16,1,5.00,现金
ORD110591,2026-07-21,S03,P17,1,12.00,支付宝
ORD105925,2026-06-17,S02,P20,1,22.00,现金
ORD107289,2026-06-27,S04,P10,3,72.00,现金
ORD107351,2026-06-28,S03,P15,2,12.00,现金
ORD102848,2026-05-24,S05,P20,2,44.00,支付宝
ORD108545,2026-07-07,S02,P06,1,42.00,现金
ORD105001,2026-06-09,S05,P10,1,24.00,支付宝
ORD102801,2026-05-23,S03,P18,1,18.00,微信
ORD100845,2026-05-07,S03,P16,2,10.00,银行卡
ORD104699,2026-06-07,S05,P13,2,40.00,银行卡
ORD104315,2026-06-05,S01,P04,2,76.00,现金
ORD110397,2026-07-20,S03,P19,2,30.00,会员储值
ORD106967,2026-06-24,S05,P12,1,8.00,支付宝
ORD110625,2026-07-22,S03,P01,1,32.00,现金
ORD104049,2026-06-02,S05,P01,3,96.00,支付宝
ORD107770,2026-07-01,S04,P02,1,30.00,银行卡
ORD104932,2026-06-09,S02,P06,1,42.00,支付宝
ORD103138,2026-05-26,S05,P03,4,104.00,微信
ORD107632,2026-06-29,S02,P09,2,36.00,会员储值
ORD106225,2026-06-20,S05,P02,1,,现金
ORD104838,2026-06-08,S03,P01,1,32.00,银行卡
ORD103444,2026-05-28,S05,P09,1,18.00,支付宝
ORD109358,2026-07-12,S05,P19,3,45.00,会员储值
ORD101250,2026-05-10,S05,P07,1,22.00,银行卡
ORD104068,2026-06-02,S03,P15,1,6.00,银行卡
ORD106701,2026-06-22,S05,P18,1,18.00,微信
ORD103555,2026-05-30,S02,P16,2,10.00,支付宝
ORD107788,2026-07-01,S01,P14,3,30.00,现金
ORD100913,2026-05-08,S01,P11,1,26.00,银行卡
ORD107024,2026-06-25,S04,P20,1,22.00,现金
ORD104637,2026-06-07,S04,P16,2,10.00,现金
ORD108352,2026-07-05,S02,P17,1,12.00,银行卡
ORD105471,2026-06-13,S01,P20,2,44.00,会员储值
ORD102000,2026-05-17,S02,P15,2,12.00,支付宝
ORD101313,2026-05-11,S01,P06,4,168.00,支付宝
ORD101678,2026-05-14,S01,P13,1,20.00,支付宝
ORD107401,2026-06-28,S01,P06,2,84.00,会员储值
ORD104952,2026-06-09,S04,P04,1,38.00,会员储值
ORD106398,2026-06-20,S02,P08,1,25.00,会员储值
ORD107933,2026-07-02,S03,P06,2,84.00,银行卡
ORD108133,2026-07-04,S04,P10,3,72.00,会员储值
ORD101858,2026-05-16,S02,P05,2,68.00,微信
ORD110761,2026-07-23,S05,P07,4,88.00,现金
ORD104382,2026-06-06,S04,P20,2,44.00,现金
ORD102400,2026-05-20,S04,P14,1,10.00,银行卡
ORD100254,2026-05-02,S03,P03,1,26.00,会员储值
ORD108701,2026-07-08,S03,P14,1,10.00,支付宝
ORD107373,2026-06-28,S04,P13,1,20.00,微信
ORD103696,2026-05-30,S03,P02,3,90.00,银行卡
ORD111490,2026-07-27,S04,P05,2,68.00,银行卡
ORD110229,2026-07-19,S05,P05,1,34.00,现金
ORD109517,2026-07-13,S04,P12,1,8.00,支付宝
ORD100606,2026-05-05,S04,P10,2,48.00,微信
ORD102479,2026-05-21,S05,P04,2,76.00,微信
ORD100169,2026-05-02,S02,P03,1,26.00,微信
ORD106211,2026-06-20,S05,P05,2,68.00,会员储值
ORD100278,2026-05-02,S04,P10,1,24.00,支付宝
ORD103323,2026-05-27,S03,P11,4,104.00,微信
ORD100772,2026-05-07,S02,P01,1,32.00,现金
ORD109033,2026-07-10,S05,P11,2,52.00,银行卡
ORD111492,2026-07-27,S02,P01,1,32.00,银行卡
ORD105085,2026-06-10,S02,P13,1,20.00,支付宝
ORD102277,2026-05-19,S02,P17,2,24.00,银行卡
ORD101351,2026-05-11,S01,P20,3,¥66.00,银行卡
ORD110603,2026-07-21,S01,P11,1,26.00,现金
ORD104940,2026-06-09,S02,P07,1,22.00,银行卡
ORD109296,2026-07-12,S02,P19,3,45.00,银行卡
ORD108884,2026-07-09,S04,P10,1,24.00,银行卡
ORD105716,2026-06-15,S02,P02,1,30.00,支付宝
ORD104167,2026-06-03,S04,P16,1,5.00,现金
ORD107602,2026-06-29,S04,P01,2,64.00,会员储值
ORD101581,2026-05-13,S03,P12,2,16.00,支付宝
ORD108667,2026-07-08,S03,P13,3,60.00,会员储值
ORD100338,2026-05-03,S01,P15,1,6.00,现金
ORD102278,2026-05-19,S02,P09,1,18.00,银行卡
ORD105118,2026-06-10,S02,P09,2,36.00,支付宝
ORD101735,2026-05-15,S04,P05,1,34.00,支付宝
ORD103596,2026-05-30,S02,P02,1,30.00,支付宝
ORD103609,2026-05-30,S03,P09,1,18.00,微信
ORD102862,2026-05-24,S03,P11,1,26.00,银行卡
ORD100183,2026-05-02,S02,P12,1,8.00,支付宝
ORD105334,2026-06-12,S02,P02,2,60.00,现金
ORD100610,2026-05-05,S04,P17,1,12.00,微信
ORD110213,2026/07/19,S04,P09,1,18.00,微信
ORD110802,2026-07-23,S03,P16,2,10.00,支付宝
ORD103125,2026-05-26,S03,P19,2,30.00,银行卡
ORD105857,2026-06-16,S04,P08,4,100.00,支付宝
ORD105769,2026-06-15,S05,P11,1,26.00,现金
ORD110844,2026-07-24,S01,P05,4,136.00,微信
ORD108951,2026-07-10,S05,P18,1,18.00,银行卡
ORD101424,2026-05-12,S04,P11,1,26.00,支付宝
ORD110191,2026-07-19,S02,P04,3,114.00,银行卡
ORD106629,2026-06-22,S04,P13,1,20.00,银行卡
ORD107258,2026-06-27,S05,P20,1,22.00,支付宝
ORD110242,2026-07-19,S01,P17,1,12.00,现金
ORD103702,2026-05-30,S01,P16,1,5.00,银行卡
ORD109149,2026-07-11,S03,P15,1,6.00,支付宝
ORD103779,2026-05-31,S05,P16,1,5.00,银行卡
ORD106972,2026-06-24,S04,P04,1,38.00,支付宝
ORD103384,2026-05-28,S04,P20,1,22.00,支付宝
ORD100529,2026-05-04,S02,P08,3,75.00,银行卡
ORD109430,2026-07-13,S03,P14,2,20.00,支付宝
ORD101211,2026-05-10,S03,P02,1,30.00,支付宝
ORD107494,2026-06-28,S03,P20,3,66.00,支付宝
ORD106573,2026-06-21,S04,P20,2,44.00,微信
ORD111886,2026-07-30,S04,P03,3,78.00,支付宝
ORD101966,2026-05-16,S01,P02,3,90.00,银行卡
ORD100561,2026-05-04,S01,P09,3,54.00,现金
ORD102142,2026-05-18,S01,P14,1,10.00,会员储值
ORD102471,2026-05-21,S01,P16,1,5.00,会员储值
ORD107588,2026-06-29,S02,P17,1,12.00,支付宝
ORD111479,2026-07-27,S05,P05,1,34.00,银行卡
ORD102153,2026-05-18,S01,P02,2,60.00,支付宝
ORD100531,2026-05-04,S01,P11,4,104.00,微信
ORD104291,2026-06-05,S04,P02,1,30.00,现金
ORD111577,2026-07-28,S01,P12,2,16.00,会员储值
ORD109408,2026-07-13,S04,P01,3,96.00,微信
ORD105491,2026-06-13,S03,P03,2,52.00,现金
ORD106476,2026-06-21,S03,P13,3,60.00,会员储值
ORD111208,2026-07-26,S02,P14,1,10.00,现金
ORD101771,2026-05-15,S05,P20,1,22.00,支付宝
ORD107013,2026-06-25,S04,P15,1,6.00,银行卡
ORD104535,2026-06-06,S05,P05,1,34.00,银行卡
ORD102207,2026-05-18,S01,P16,4,20.00,现金
ORD109724,2026/07/15,S03,P19,1,15.00,支付宝
ORD104047,2026-06-02,S04,P17,1,12.00,会员储值
ORD109075,2026-07-11,S01,P16,1,5.00,现金
ORD110589,2026-07-21,S04,P06,2,84.00,银行卡
ORD111318,2026-07-26,S04,P19,3,45.00,微信
ORD107181,2026-06-26,S02,P15,1,6.00,支付宝
ORD108271,2026-07-05,S03,P02,1,,会员储值
ORD103537,2026-05-29,S04,P11,1,26.00,微信
ORD106072,2026-06-18,S02,P04,2,76.00,微信
ORD104009,2026-06-02,S02,P09,1,18.00,银行卡
ORD100549,2026-05-04,S04,P01,2,64.00,银行卡
ORD107052,2026-06-25,S04,P15,3,18.00,微信
ORD102694,2026-05-23,S03,P09,1,18.00,微信
ORD102796,2026-05-23,S01,P02,3,90.00,银行卡
ORD100100,2026-05-01,S01,P06,1,42.00,微信
ORD108013,2026-07-03,S03,P17,1,12.00,会员储值
ORD104584,2026-06-07,S02,P06,1,42.00,银行卡
ORD110207,2026-07-19,S05,P15,2,12.00,支付宝
ORD102199,2026-05-18,S02,P06,1,42.00,微信
ORD112024,2026-07-31,S02,P04,2,76.00,现金
ORD106018,2026-06-18,S03,P04,1,38.00,微信
ORD104488,2026-06-06,S01,P06,1,42.00,现金
ORD103901,2026-06-01,S01,P16,1,5.00,微信
ORD104180,2026-06-03,S04,P06,1,42.00,会员储值
ORD104790,2026-06-07,S05,P04,1,38.00,现金
ORD107045,2026-06-25,S03,P08,1,25.00,微信
ORD100535,2026-05-04,S05,P06,1,42.00,银行卡
ORD108065,2026-07-03,S05,P14,1,10.00,银行卡
ORD107443,2026-06-28,S01,P11,1,26.00,银行卡
ORD110080,2026-07-18,S01,P07,1,22.00,支付宝
ORD102700,2026-05-23,S02,P16,1,5.00,会员储值
ORD102004,2026-05-17,S03,P03,2,52.00,现金
ORD105068,2026-06-10,S01,P18,1,18.00,支付宝
ORD109473,2026-07-13,S05,P14,2,20.00,微信
ORD109967,2026-07-17,S03,P16,3,15.00,支付宝
ORD104984,2026-06-09,S03,P19,2,30.00,银行卡
ORD105115,2026-06-10,S02,P12,4,32.00,支付宝
ORD109024,2026-07-10,S01,P01,1,32.00,会员储值
ORD110826,2026-07-23,S04,P09,3,54.00,支付宝
ORD103773,2026-05-31,S01,P15,1,6.00,微信
ORD104152,2026-06-03,S01,P13,1,20.00,会员储值
ORD104933,2026-06-09,S05,P15,2,12.00,支付宝
ORD100755,2026-05-07,S03,P05,2,68.00,现金
ORD102691,2026-05-23,S03,P12,1,8.00,银行卡
ORD107088,2026-06-26,S01,P08,2,50.00,微信
ORD100649,2026-05-05,S04,P20,1,22.00,银行卡
ORD100859,2026-05-07,S01,P04,1,38.00,会员储值
ORD110332,2026-07-19,S01,P13,2,40.00,支付宝
ORD111429,2026-07-27,S03,P10,2,48.00,支付宝
ORD110475,2026-07-21,S05,P15,2,12.00,会员储值
ORD103532,2026-05-29,S03,P20,1,22.00,银行卡
ORD100077,2026-05-01,S04,P15,2,12.00,银行卡
ORD104075,2026-06-02,S01,P06,1,42.00,支付宝
ORD101318,2026-05-11,S05,P05,1,34.00,支付宝
ORD106572,2026-06-21,S03,P01,1,¥32.00,会员储值
ORD111612,2026-07-28,S01,P01,1,32.00,会员储值
ORD109748,2026-07-15,S03,P07,3,66.00,微信
ORD105605,2026-06-14,S05,P10,1,24.00,微信
ORD105600,2026-06-14,S03,P03,1,26.00,银行卡
ORD108616,2026-07-07,S01,P13,3,60.00,现金
ORD105606,2026-06-14,S04,P09,1,18.00,支付宝
ORD107128,2026-06-26,S01,P18,1,18.00,会员储值
ORD101909,2026-05-16,S05,P16,2,10.00,微信
ORD101436,2026-05-12,S02,P12,3,24.00,支付宝
ORD100567,2026-05-04,S04,P16,1,5.00,银行卡
ORD102712,2026-05-23,S04,P17,2,24.00,支付宝
ORD109093,2026-07-11,S01,P07,2,44.00,银行卡
ORD111695,2026-07-29,S03,P03,1,26.00,现金
ORD104892,2026-06-08,S02,P16,1,5.00,微信
ORD110422,2026-07-20,S04,P07,1,22.00,银行卡
ORD109694,2026-07-15,S01,P12,1,8.00,微信
ORD110400,2026-07-20,S04,P11,1,26.00,会员储值
ORD107781,2026-07-01,S05,P12,1,8.00,支付宝
ORD104341,2026-06-05,S04,P13,1,20.00,现金
ORD105927,2026-06-17,s01,P09,1,18.00,会员储值
ORD104485,2026-06-06,S05,P17,1,12.00,微信
ORD109498,2026-07-13,S04,P19,3,45.00,微信
ORD103365,2026-05-28,S03,P01,2,64.00,微信
ORD105619,2026-06-14,S03,P02,1,30.00,会员储值
ORD103329,2026-05-27,S03,P12,2,16.00,支付宝
ORD100448,2026-05-03,S02,P09,1,18.00,微信
ORD102555,2026-05-22,S03,P16,3,15.00,支付宝
ORD108862,2026-07-09,S01,P02,2,60.00,支付宝
ORD111158,2026-07-25,S05,P14,1,10.00,支付宝
ORD108414,2026-07-06,S02,P12,1,8.00,支付宝
ORD108840,2026-07-09,S01,P08,3,75.00,会员储值
ORD109203,2026-07-12,S05,P18,2,36.00,支付宝
ORD111641,2026-07-29,S05,P03,3,78.00,现金
ORD102623,2026-05-22,S01,P01,1,32.00,会员储值
ORD102763,2026-05-23,S05,P14,2,20.00,现金
ORD108265,2026-07-05,S01,P04,1,38.00,银行卡
ORD110164,2026/07/18,S03,P12,1,8.00,会员储值
ORD100739,2026-05-06,S03,P15,1,6.00,支付宝
ORD109090,2026-07-11,S03,P13,3,60.00,会员储值
ORD109327,2026-07-12,S04,P15,3,18.00,银行卡
ORD106118,2026-06-19,S05,P09,2,36.00,会员储值
ORD106739,22-06-2026,S01,P17,2,24.00,支付宝
ORD109160,2026-07-11,S04,P02,2,60.00,支付宝
ORD100485,2026-05-04,S04,P02,2,60.00,微信
ORD102046,2026-05-17,S03,P01,-1,64.00,会员储值
ORD110508,2026-07-21,S04,P11,2,52.00,支付宝
ORD110721,2026-07-22,S04,P15,2,12.00,会员储值
ORD101744,2026-05-15,S01,P07,1,22.00,会员储值
ORD100079,2026-05-01,S04,P09,3,54.00,会员储值
ORD105725,2026-06-15,S05,P07,1,22.00,会员储值
ORD100033,2026-05-01,S05,P06,1,42.00,银行卡
ORD104507,2026-06-06,S03,P02,1,30.00,现金
ORD105893,2026-06-17,S05,P13,3,60.00,微信
ORD110669,2026-07-22,S03,P01,2,64.00,银行卡
ORD102196,2026-05-18,S04,P13,3,60.00,微信
ORD104317,2026-06-05,S01,P03,1,26.00,会员储值
ORD107145,2026-06-26,S05,P06,1,42.00,现金
ORD101397,2026-05-12,S05,P14,2,20.00,现金
ORD106338,2026-06-20,S03,P08,3,75.00,支付宝
ORD100164,2026-05-02,S05,P09,2,36.00,银行卡
ORD111857,2026-07-30,S03,P04,1,38.00,微信
ORD105709,2026-06-15,S01,P11,2,52.00,现金
ORD106067,2026-06-18,S04,P17,1,12.00,微信
ORD110362,2026-07-20,S01,P12,1,8.00,现金
ORD109405,2026-07-13,S05,P05,1,34.00,现金
ORD108622,2026-07-07,S01,P15,1,6.00,现金
ORD101654,2026-05-14,S05,P03,1,26.00,支付宝
ORD101071,2026-05-09,S02,P17,1,12.00,现金
ORD111415,2026-07-27,S05,P15,2,12.00,微信
ORD102049,2026-05-17,S01,P02,4,120.00,微信
ORD105704,2026-06-15,S02,P03,1,26.00,会员储值
ORD100718,2026-05-06,S05,P02,3,90.00,微信
ORD105197,2026-06-11,S04,P17,2,24.00,会员储值
ORD110936,2026-07-24,S01,P19,1,15.00,支付宝
ORD107735,2026-06-30,S05,P07,1,22.00,支付宝
ORD111296,2026-07-26,S02,P02,4,120.00,会员储值
ORD105829,2026-06-16,S01,P11,1,26.00,支付宝
ORD101610,2026-05-13,S01,P12,1,8.00,现金
ORD103557,2026-05-30,S01,P13,1,20.00,支付宝
ORD107406,2026-06-28,S04,P05,1,34.00,银行卡
ORD104530,2026-06-06,S01,P20,4,88.00,会员储值
ORD100324,2026-05-03,S04,P19,2,30.00,会员储值
ORD100705,2026-05-06,S03,P99,1,18.00,会员储值
ORD102415,2026-05-20,S02,P08,1,25.00,会员储值
ORD105575,2026-06-14,S01,P20,1,22.00,现金
ORD109923,2026-07-17,S02,P19,2,30.00,会员储值
ORD105673,2026-06-14,S01,P09,4,72.00,微信
ORD101544,2026-05-13,S03,P09,2,,支付宝
ORD102275,2026-05-19,S05,P07,3,66.00,支付宝
ORD103433,2026-05-28,S02,P07,2,44.00,现金
ORD108066,2026-07-03,S04,P15,2,12.00,支付宝
ORD107025,2026-06-25,S03,P17,1,12.00,微信
ORD103832,2026-05-31,S03,P11,1,26.00,会员储值
ORD108216,2026-07-04,S03,P01,2,64.00,支付宝
ORD105121,2026-06-10,S01,P09,1,18.00,支付宝
ORD103481,2026-05-29,S04,P20,1,22.00,微信
ORD102329,2026-05-20,S02,P20,1,22.00,支付宝
ORD108815,2026-07-09,S03,P20,1,22.00,会员储值
ORD102570,2026-05-22,S03,P10,1,24.00,现金
ORD105485,2026-06-13,S05,P18,4,72.00,现金
ORD105081,2026-06-10,S04,P15,4,24.00,银行卡
ORD100217,2026-05-02,S05,P05,1,34.00,现金
ORD109338,2026-07-12,S03,P11,1,26.00,现金
ORD110929,2026-07-24,S01,P15,2,12.00,银行卡
ORD110059,2026-07-18,S05,P07,1,22.00,微信
ORD109977,2026-07-17,S03,P05,4,136.00,支付宝
ORD107198,2026-06-27,S01,P02,2,60.00,银行卡
ORD111487,2026-07-27,S03,P02,1,30.00,现金
