source_file,source_row,record_key,field_name,raw_value,error_type,error_message,severity
sales.csv,8828,ORD106803,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,8832,ORD102533,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,8842,ORD103831,product_id,P99,INVALID_PRODUCT_FK,product_id does not exist in products,ERROR
sales.csv,8879,ORD110164,,,DUPLICATE_ROW,duplicate candidate retained for review,WARNING
sales.csv,8948,ORD106340,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9049,ORD105094,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9059,ORD102866,qty,-1,NEGATIVE_QTY,negative quantity retained as refund candidate,WARNING
sales.csv,9059,ORD102866,amount,42.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,9113,ORD105360,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9115,ORD106107,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9119,ORD101023,,,DUPLICATE_ROW,duplicate candidate retained for review,WARNING
sales.csv,9154,ORD104293,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,9205,ORD107329,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9214,ORD106450,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9223,ORD111680,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,9246,ORD111420,store_id,S99,INVALID_STORE_FK,store_id does not exist in stores,ERROR
sales.csv,9274,ORD104177,qty,-1,NEGATIVE_QTY,negative quantity retained as refund candidate,WARNING
sales.csv,9274,ORD104177,amount,15.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,9290,ORD109827,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9355,ORD110327,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,9393,ORD110494,amount,-15.00,NEGATIVE_AMOUNT,negative amount retained as refund candidate,WARNING
sales.csv,9393,ORD110494,amount,-15.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,9542,ORD110829,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,9553,ORD111156,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,9584,ORD107513,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9622,ORD111161,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9725,ORD108217,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,9763,ORD103677,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9777,ORD109401,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,9853,ORD102244,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,9941,ORD110913,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,9961,ORD105480,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9971,ORD111516,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,9974,ORD107819,qty,-1,NEGATIVE_QTY,negative quantity retained as refund candidate,WARNING
sales.csv,9974,ORD107819,amount,26.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,10033,ORD107668,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,10103,ORD104048,product_id,P99,INVALID_PRODUCT_FK,product_id does not exist in products,ERROR
sales.csv,10184,ORD111960,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,10209,ORD105527,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,10216,ORD103787,qty,-1,NEGATIVE_QTY,negative quantity retained as refund candidate,WARNING
sales.csv,10216,ORD103787,amount,48.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,10239,ORD106245,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,10273,ORD103314,amount,-32.00,NEGATIVE_AMOUNT,negative amount retained as refund candidate,WARNING
sales.csv,10273,ORD103314,amount,-32.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,10279,ORD106630,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,10461,ORD110504,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,10505,ORD104609,amount,-16.00,NEGATIVE_AMOUNT,negative amount retained as refund candidate,WARNING
sales.csv,10505,ORD104609,amount,-16.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,10543,ORD105520,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,10558,ORD103383,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,10566,ORD103455,qty,0,ZERO_QTY,qty cannot be zero,ERROR
sales.csv,10593,ORD110326,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,10629,ORD100954,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,10632,ORD101099,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,10643,ORD100850,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,10655,ORD102640,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,10662,ORD107824,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,10800,ORD109696,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,10858,ORD102442,product_id,P99,INVALID_PRODUCT_FK,product_id does not exist in products,ERROR
sales.csv,10863,ORD111021,qty,-1,NEGATIVE_QTY,negative quantity retained as refund candidate,WARNING
sales.csv,10863,ORD111021,amount,44.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,10919,ORD110411,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11008,ORD106813,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,11011,ORD106918,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11025,ORD101581,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11096,ORD108164,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,11164,ORD100310,qty,-1,NEGATIVE_QTY,negative quantity retained as refund candidate,WARNING
sales.csv,11164,ORD100310,amount,42.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,11230,ORD106675,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11243,ORD110183,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11272,ORD102580,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11304,ORD104290,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11316,ORD108463,qty,0,ZERO_QTY,qty cannot be zero,ERROR
sales.csv,11347,ORD103772,store_id,S99,INVALID_STORE_FK,store_id does not exist in stores,ERROR
sales.csv,11349,ORD107609,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,11369,ORD100298,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11383,ORD103916,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,11388,ORD111551,product_id,P99,INVALID_PRODUCT_FK,product_id does not exist in products,ERROR
sales.csv,11395,ORD110439,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,11448,ORD105130,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11464,ORD109655,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11542,ORD106126,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11544,ORD104053,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,11551,ORD109335,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11573,ORD100227,amount,-5.00,NEGATIVE_AMOUNT,negative amount retained as refund candidate,WARNING
sales.csv,11573,ORD100227,amount,-5.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,11581,ORD109404,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,11594,ORD100863,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11621,ORD106684,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11701,ORD103575,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,11725,ORD100409,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11772,ORD107934,qty,0,ZERO_QTY,qty cannot be zero,ERROR
sales.csv,11856,ORD100143,amount,-6.00,NEGATIVE_AMOUNT,negative amount retained as refund candidate,WARNING
sales.csv,11856,ORD100143,amount,-6.00,AMOUNT_PRICE_MISMATCH,amount differs from qty multiplied by unit_price; retained,WARNING
sales.csv,11872,ORD105258,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11876,ORD101867,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11915,ORD106718,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,11940,ORD111932,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,11967,ORD110043,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,12041,ORD100794,,,DUPLICATE_ROW,exact duplicate sales row removed,INFO
sales.csv,12067,ORD109654,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
sales.csv,12085,ORD102737,amount,,MISSING_VALUE,amount is missing or invalid,ERROR
